,size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
652,257417,51468,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,this high school is threatening to ban players who kneel during anthem comments
653,256882,51361,138,3,11,2,0,2,1,1,54,8,54.0,8.0,54,603,30,teen suspended for sitting during pledge of allegiance comments
654,362982,60484,140,3,11,2,0,2,1,1,88,8,88.0,8.0,53,609,30,san juan mayor that criticized relief efforts doesn’t show up for fema planning sessions comments
655,282752,56535,139,3,11,5,0,5,1,1,110,8,110.0,8.0,55,630,32,105 expo parkforbes field bucs win 60 opener lose 27 puds 300 hbd claude felix sarge grays win ws comments
656,256297,51244,138,3,11,2,0,2,1,1,63,8,63.0,8.0,54,603,30,on snl alec baldwin’s trump calls san juan mayor “nasty woman” comments
657,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
658,218807,43746,138,3,11,2,0,2,1,1,64,8,64.0,8.0,54,603,30,trump administration proposes historic low refugee cap of 45000 comments
659,364194,60686,137,3,11,2,0,2,1,1,50,8,50.0,8.0,54,602,30,nlds kyle hendricks to start game 1 vs nationals comments
660,367692,61269,143,3,11,2,0,2,1,1,52,8,52.0,8.0,53,625,30,secretary tom price’s resignation letter full text comments
661,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
662,298472,59679,140,3,11,6,0,6,1,1,103,8,103.0,8.0,56,648,32,103 happenings hbd cap johnny dog tomato ismael wil alex frankie gene hired clarke retires comments
663,295912,59167,153,3,11,2,0,2,1,1,11,8,11.0,8.0,60,669,32,notdoneyet comments
664,290102,58005,145,3,11,2,0,2,1,1,128,8,128.0,8.0,53,664,32,vendange carmel inn and suites announces new winethemed room in partnership with awardwinning soledadbased carmel road winery comments
665,351762,58614,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,public version of crude trumphoward stern interviews hit by dcma comments
666,225840,37627,44,0,5,2,0,2,2,1,52,29,26.0,29.0,13,298,31,horrifying raining spiders in brazil most could honestly say that this is their worst nightmare come true cloudy with a chance of spiders horrifying raining spiders in brazil post navigation subscribe to our mailing list
667,365052,60829,143,3,11,2,0,2,1,1,63,8,63.0,8.0,53,624,31,robert plant announces new tour and releases new single video comments
668,357528,59575,140,3,11,2,0,2,1,1,29,8,29.0,8.0,53,612,30,annihilation teaser trailer comments
669,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
670,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
671,399654,66596,140,3,11,6,0,6,1,1,76,8,76.0,8.0,56,646,32,925 games hans has his days crowd 23 big poisons mark game stories comments
672,364218,60690,141,3,11,2,0,2,1,1,83,8,83.0,8.0,53,610,30,the juice reportedly seeks bunny ranch romp with hooker resembling murdered exwife comments
673,368952,61479,145,3,11,2,0,2,1,1,47,8,47.0,8.0,53,622,31,vatican kidnaps teenage girl leaked letter says comments
674,351078,58500,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
675,364866,60798,139,3,11,2,0,2,1,1,39,8,39.0,8.0,54,612,31,rugby world cup 2023 a buggers muddle comments
676,257052,51395,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,aung san suu kyi stripped of oxford honor amid ethnic cleansing claims comments
677,254457,50876,136,3,11,2,0,2,1,1,68,8,68.0,8.0,53,599,30,where is the relief money for texas hurricane victims please share comments
678,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
679,357564,59581,140,3,11,2,0,2,1,1,44,8,44.0,8.0,53,612,30,how the massive equifax data breach happened comments
680,256702,51325,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,chinese police orders uyghur muslims to hand in the holy quran comments
681,366468,61065,141,3,11,2,0,2,1,1,10,8,10.0,8.0,54,642,31,invisible comments
682,351078,58500,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,18yearold reportedly raped after arrest by onduty nypd officers comments
683,257462,51477,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,fema website mysteriously scrubs statistics on puerto rico’s resources comments
684,257402,51465,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,trump’s kids allegedly used political clout to get fraud case dropped comments
685,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
686,622584,103751,191,3,39,7,0,7,1,1,59,8,59.0,8.0,145,973,32,shock report one third of us government satanic pedophiles comments
687,367902,61304,140,3,11,2,0,2,1,1,68,8,68.0,8.0,54,615,32,nc state turning into a really solid team after win over louisville comments
688,456270,76032,172,3,11,2,0,2,1,1,29,8,29.0,8.0,54,674,32,a black eye in the black hole comments
689,264467,52878,138,3,11,2,0,2,1,1,15,8,15.0,8.0,54,605,30,tournament time comments
690,376878,62800,143,3,13,3,0,3,1,1,48,8,48.0,8.0,58,635,32,trump derangement syndrome on the vegas shooting comments
691,308542,61693,145,3,13,7,0,7,1,1,86,8,86.0,8.0,61,682,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
692,256762,51337,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,snl michael che calls trump “you btch” over puerto rico response comments
693,363714,60606,140,3,11,2,0,2,1,1,67,8,67.0,8.0,53,609,30,oregon texas capitol several other cities to replace columbus day comments
694,405486,67568,156,3,11,2,0,2,1,1,85,8,85.0,8.0,55,653,32,irs still going after obama’s political foes as agency assisting mueller to get trump comments
695,404874,67466,140,3,11,6,0,6,1,1,100,8,100.0,8.0,56,647,32,102 happenings hbd erniehonest eddie rex maury big red marino lamont axed bucs sold more comments
696,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
697,357324,59541,136,3,11,2,0,2,1,1,76,8,76.0,8.0,53,597,31,climb on board and hitcher ride as psyrus take you on a journey into sound comments
698,297648,49595,47,0,5,2,0,2,2,1,105,29,52.5,29.0,23,351,32,vegas shooter filmed himself during slaughter may have left a note suicide photo emerges post navigation subscribe to our mailing list
699,268002,53585,136,3,11,2,0,2,1,1,40,8,40.0,8.0,53,596,31,missing link music signs jazz icon najee comments
700,352176,58683,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,julia louisdreyfus backs universal health care in breast cancer post comments
701,351942,58644,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,trump claims his attacks on nfl players have ‘nothing to do with race’ comments
702,362928,60475,140,3,11,2,0,2,1,1,74,8,74.0,8.0,53,609,30,lsu tigers shocking homecoming gag job against troy shows team in freefall comments
703,376206,62688,143,3,11,2,0,2,1,1,50,8,50.0,8.0,54,652,32,acc announces game times networks for october 14 comments
704,352056,58663,138,3,11,2,0,2,1,1,60,8,60.0,8.0,54,603,30,trump exploits pat tillmans death to promote his nfl stance comments
705,265177,53020,142,3,11,2,0,2,1,1,39,8,39.0,8.0,54,614,30,save the children – af branco cartoon comments
706,397644,66261,155,3,11,2,0,2,1,1,79,8,79.0,8.0,53,652,32,hypocrite pittsburgh steelers coach hosted big fundraiser for hillary last year comments
707,351672,58599,138,3,11,2,0,2,1,1,54,8,54.0,8.0,54,603,30,prankster arrested after crashing theresa mays speech comments
708,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
709,362568,60415,140,3,11,2,0,2,1,1,58,8,58.0,8.0,53,609,30,british tennis player dan evans tests positive for cocaine comments
710,304592,60903,153,3,11,2,0,2,1,1,47,8,47.0,8.0,59,677,32,a problem for the wild card game sanchez comments
711,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
712,257197,51424,138,3,11,2,0,2,1,1,51,8,51.0,8.0,54,603,30,delusional trump thinks he invented the term ‘fake’ comments
713,361554,60246,140,3,11,2,0,2,1,1,51,8,51.0,8.0,54,614,30,philip k dick’s electric dreams official trailer comments
714,257287,51442,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,paul ryan is the last person to blame mass shootings on mental illness comments
715,280317,56048,145,3,11,3,0,3,1,1,62,8,62.0,8.0,56,631,31,week 4 prediction article â oakland raiders denver broncos comments
716,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
717,218292,36369,40,0,5,2,0,2,2,1,48,29,24.0,29.0,13,280,30,coopers adorable tricks go viral cooper is an adorable three month old shih tzu puppy who has been making everyone across the internet say awwwwwww cooper’s adorable tricks go viral post navigation subscribe to our mailing list
718,308542,61693,145,3,13,7,0,7,1,1,86,8,86.0,8.0,61,682,34,106 hbd eddie tom gene jeff joel radhames chiefs triples 20 for smiley more comments
719,351408,58555,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,king salman’s favorite golden escalator betrays him on visit to moscow comments
720,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
721,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
722,256652,51315,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,madagascar plague kills 20 amid unusually rapid rise in cases comments
723,295987,59182,140,3,11,6,0,6,1,1,114,8,114.0,8.0,56,635,32,104 expo parkforbes field era 08 to the wire hbd jim red joe billy 103 wins in 02 running into trouble comments
724,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
725,281917,56368,139,3,11,5,0,5,1,1,114,8,114.0,8.0,55,632,32,929 from the 50s forward hbd ken teke takes two alou 2 browns 6inarow cutch walks it off giants finale comments
726,411420,68557,137,3,11,2,0,2,1,1,95,8,95.0,8.0,54,641,32,10 important stories from 092717 box scores bogaerts leads off marte’s strong finish more comments
727,402108,67005,141,3,11,3,1,4,1,1,45,8,45.0,8.0,54,691,33,week 5 rankings 2017 top 50 wide receivers comments
728,391002,65154,140,3,11,6,0,6,1,1,74,8,74.0,8.0,56,646,32,107 postseason bad day at the shop0for3 in ws 1for5 in playoffs comments
729,361620,60257,139,3,11,2,0,2,1,1,37,8,37.0,8.0,53,632,31,ravens raiders – fridaygame status comments
730,235344,39211,45,0,5,2,0,2,2,1,88,29,44.0,29.0,13,300,30,new federally funded work program has starbucks serving lattes to inmates for those of us that like to drink starbucks we know those coffees at 6 bucks a new federally funded work program has starbucks serving lattes to inmates post navigation subscribe to our mailing list
731,418272,69699,147,3,13,3,0,3,1,2,80,51,80.0,25.5,60,692,34,las vegas multiple gunmen seen from hotel guest next door across the way video emigrate while you still can learn more comments
732,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
733,257292,51443,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,neonazi dennis mothersbaugh proudly wears ‘god guns trump’ tshirt comments
734,269462,53877,144,3,11,3,0,3,1,1,53,8,53.0,8.0,59,651,30,2017 fantasy football quarterback rankings â week 5 comments
735,469692,78269,154,3,11,2,0,2,1,1,58,8,58.0,8.0,69,669,32,passing game film review – good mccown – week 3 dolphins comments
736,352104,58671,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,‘free dylann roof — i hate n’ graffiti found at u of michigan comments
737,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
738,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
739,358578,59750,141,3,11,2,0,2,1,1,61,8,61.0,8.0,53,610,30,president donald trump’s schedule for sunday october 8 2017 comments
740,499890,83302,171,3,33,7,0,7,1,1,44,8,44.0,8.0,109,845,32,police pedophile hugh hefner was murdered comments
741,361914,60306,140,3,11,2,0,2,1,1,61,8,61.0,8.0,53,609,30,president donald trump’s schedule for monday october 2 2017 comments
742,438876,73133,160,3,11,2,0,2,1,1,29,8,29.0,8.0,53,693,33,another teamwide poor effort comments
743,257052,51395,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,aung san suu kyi stripped of oxford honor amid ethnic cleansing claims comments
744,351678,58600,138,3,11,2,0,2,1,1,64,8,64.0,8.0,54,603,30,trump responds to puerto rico’s plea for help with a golf trophy comments
745,278912,55767,140,3,11,2,0,2,1,1,13,8,13.0,8.0,53,630,31,come together comments
746,257747,51534,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,after alleged moron remark tillerson strokes trumps ego comments
747,401532,66909,155,3,11,2,0,2,1,1,70,8,70.0,8.0,53,650,32,elway or the highway entire broncos team to stand for national anthem comments
748,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
749,352194,58686,138,3,11,2,0,2,1,1,68,8,68.0,8.0,54,603,30,trump adviser thinks americans can buy a new car with 1000 tax cut comments
750,364302,60704,141,3,11,2,0,2,1,1,58,8,58.0,8.0,53,610,30,espn host jemele hill demands boycott of cowboys’ sponsors comments
751,376500,62737,143,3,11,2,0,2,1,1,40,8,40.0,8.0,59,654,31,2017 get ‘em or don’t sweat ‘em – week 5 comments
752,351876,58633,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,stephen paddock is a terrorist so why is media scared to call him one comments
753,376038,62660,143,3,11,2,0,2,1,1,58,8,58.0,8.0,54,622,33,acc network headed to bristol and other acc network notes comments
754,261522,52289,139,3,11,2,0,2,1,1,21,8,21.0,8.0,53,613,30,nfl marketing machine comments
755,299752,59935,140,3,11,2,0,2,1,2,78,88,78.0,44.0,53,696,32,the shocking carol woods coverup police alter records archive 11 sept 2017 the shocking carol woods coverup police alter records â 11 sept 17 archive comments
756,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
757,257192,51423,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,republican wants women to be ‘traditional homemakers and family wives’ comments
758,256752,51335,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,trump is so busy bashing nfl he forgot to hire a science adviser comments
759,360684,60101,145,3,11,2,0,2,1,1,99,8,99.0,8.0,56,613,30,do you still support the steelers following sunday’s pregame actions regarding the national anthem comments
760,351786,58618,138,3,11,2,0,2,1,1,61,8,61.0,8.0,54,603,30,university under fire for excluding women from feminism panel comments
761,425892,70969,149,3,11,2,0,2,1,1,36,8,36.0,8.0,58,713,33,twominute drill just keep swimming comments
762,347454,57896,136,3,11,2,0,2,1,1,51,8,51.0,8.0,53,597,30,you wont believe what california wants to do now… comments
763,351522,58574,138,3,11,2,0,2,1,1,68,8,68.0,8.0,54,603,30,drug enforcement chief resigns after trump’s police violence remarks comments
764,260897,52164,139,3,11,2,0,2,1,1,31,8,31.0,8.0,53,616,31,ravens vs steelers – wednesday comments
765,360780,60117,139,3,11,2,0,2,1,1,13,8,13.0,8.0,54,628,30,three minutes comments
766,387744,64611,143,3,11,2,0,2,1,2,84,51,84.0,25.5,54,637,33,new orleans saints coach gives antigun sermon as politics continue pollution of nfl emigrate while you still can learn more comments
767,377250,62862,139,3,11,3,0,3,1,1,59,8,59.0,8.0,55,633,32,jbell ties it late but nats rally to walk it off a 54 win comments
768,253787,50742,136,3,11,2,0,2,1,1,55,8,55.0,8.0,53,597,30,and globalist exposed steve quayle and alex jones comments
769,257322,51449,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,trump on gun violence ‘we’re not going to talk about that’ comments
770,257547,51494,138,3,11,2,0,2,1,1,69,8,69.0,8.0,54,603,30,julia louisdreyfus backs universal health care in breast cancer post comments
771,359934,59976,141,3,11,2,0,2,1,1,76,8,76.0,8.0,53,610,30,vice president pence second lady hold tax reform event monday live stream comments
772,369282,61534,138,3,11,2,1,3,1,1,47,8,47.0,8.0,54,609,32,chicago blackhawks defeat the salary cap menace comments
773,281142,56213,139,3,11,5,0,5,1,1,68,8,68.0,8.0,55,625,32,103 expo parkforbes field era pirates grays ws win game stories comments
774,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
775,257412,51467,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,teacher told students they were ‘too darkskinned’ to play lincoln comments
776,303862,60757,141,3,11,7,0,7,1,1,92,8,92.0,8.0,57,659,32,109 hbd bob moosecricket starling six more rip tiger moose danny hired hans title comments
777,392664,65431,140,3,11,2,0,2,1,1,75,8,75.0,8.0,54,682,33,ranking the power 5 football conferences after week 5 with playoff analysis comments
778,256062,42664,54,0,5,2,0,2,2,1,52,29,26.0,29.0,27,323,29,signs that humanity is getting dumber post navigation subscribe to our mailing list
779,266012,53187,142,3,11,2,0,2,1,1,66,8,66.0,8.0,55,617,31,gatekeeper invades the 312 podcastto preview the blackhawks season comments
780,257077,51400,138,3,11,2,0,2,1,1,60,8,60.0,8.0,54,603,30,japanese journalist died after working 159 hours of overtime comments
781,277602,55505,143,3,11,2,0,2,1,1,50,8,50.0,8.0,54,652,32,acc announces game times networks for october 14 comments
782,382302,63704,142,3,11,2,0,2,1,1,32,8,32.0,8.0,53,625,30,joe flacco goes on the defensive comments
783,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
784,282752,56535,139,3,11,5,0,5,1,1,110,8,110.0,8.0,55,630,32,105 expo parkforbes field bucs win 60 opener lose 27 puds 300 hbd claude felix sarge grays win ws comments
785,365322,60874,143,3,11,2,0,2,1,1,56,8,56.0,8.0,57,621,31,report jets sign running backreturn man travaris cadet comments
786,221286,36868,41,0,5,2,0,2,2,1,75,29,37.5,29.0,12,288,30,amazing watch these men walk on a frozen crystal clear lake these two men captured some amazing footage as they walked across what looks like glass amazing watch these men walk on a frozen crystal clear lake post navigation subscribe to our mailing list
787,368718,61440,145,3,11,2,0,2,1,1,61,8,61.0,8.0,57,624,32,jets add familiar face to practice squad in lb freddie bishop comments
788,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
789,351426,58558,138,3,11,2,0,2,1,1,45,8,45.0,8.0,54,603,30,after las vegas mass shooting gun sales soar comments
790,383472,63899,141,3,11,2,0,2,1,1,30,8,30.0,8.0,53,646,33,ol grades notes vs steelers comments
791,359172,59849,140,3,11,2,0,2,1,1,47,8,47.0,8.0,53,613,30,trump tax reform pushed to january or february comments
792,273777,54740,150,3,11,3,0,3,1,1,48,8,48.0,8.0,59,658,30,2017 fantasy football kicker rankings â week 5 comments
793,257112,51407,138,3,11,2,0,2,1,1,48,8,48.0,8.0,54,603,30,judge awards alleged rapist with parental rights comments
